Brand,Category,Original Title,Quality,Lap-Pop Price,Trust-EG Price,Allewaa Price,Minimum Market Price,Suggested Selling Price,Generic Title
Hp,Keyboard,كيبورد اتش بي فضي - عربي Compatible HP Probook 440 G5 L01071-001 Keyboard - US | ضمان شهر,Standard/Copy,N/A,1750.0,N/A,1750.0,1662.5,001 440 g5 hp keyboard keyboard l01071 probook us اتش بي شهر ضمان عربي فضي
Generic/Unknown,Keyboard,كيبورد ام اس اي V143422AK1 أصلي – متوافق مع GS60 وGE62 – عربي – بإضاءة مدمجة,Standard/Copy,2795.0,N/A,N/A,2795.0,2655.25,gs60 keyboard v143422ak1 أصلي اس ام اي بإضاءة عربي متوافق مدمجة مع وge62
Msi,Keyboard,كيبورد ام اس اي أصلي - عربي US مضيئة - Genuine MSI GS65 Stealth 8SE - GF63 8RC Backlit Arabic Keyboard Gray | ضمان 3 شهور,Original,N/A,4350.0,N/A,4350.0,4132.5,3 8rc 8se arabic backlit genuine gf63 gray gs65 keyboard keyboard msi stealth us أصلي اس ام اي شهور ضمان عربي مضيئة
Msi,Keyboard,كيبورد ام اس اي أصلي أسود  - عربي US  أر جي بي - Genuine MSI Katana GF66 GF76 Pulse GL66 GL76 RGB Backlit Arabic Keyboard | ضمان 3 شهور,Original,N/A,6000.0,N/A,6000.0,5700.0,3 arabic backlit genuine gf66 gf76 gl66 gl76 katana keyboard keyboard msi pulse rgb us أر أسود أصلي اس ام اي بي جي شهور ضمان عربي
Msi,Keyboard,كيبورد ام اس اي أصلي أسود  - عربي US أر بي جي - Genuine MSI GE76 GP76 GS76 Ar RGB keyboard | ضمان 3 شهور,Original,N/A,5050.0,N/A,5050.0,4797.5,3 ar ge76 genuine gp76 gs76 keyboard keyboard msi rgb us أر أسود أصلي اس ام اي بي جي شهور ضمان عربي
Msi,Keyboard,كيبورد ام اس اي أصلي أسود  - عربي US أر جي بي - Genuine MSI GS66 Stealth GE66 Raider GP66 RGB Arabic Keyboard | ضمان 3 شهور,Original,N/A,6050.0,N/A,6050.0,5747.5,3 arabic ge66 genuine gp66 gs66 keyboard keyboard msi raider rgb stealth us أر أسود أصلي اس ام اي بي جي شهور ضمان عربي
Msi,Keyboard,كيبورد ام اس اي أصلي أسود  - عربي US أر جي بي - Genuine MSI GT60 GX70 Ar RGB keyboard | ضمان 3 شهور,Original,N/A,3400.0,N/A,3400.0,3230.0,3 ar genuine gt60 gx70 keyboard keyboard msi rgb us أر أسود أصلي اس ام اي بي جي شهور ضمان عربي
Msi,Keyboard,كيبورد ام اس اي أصلي أسود  - عربي US مضيئة - Original MSI GS60 GE62 keyboard | ضمان 3 شهور,Original,N/A,3200.0,N/A,3200.0,3040.0,3 ge62 gs60 keyboard keyboard msi original us أسود أصلي اس ام اي شهور ضمان عربي مضيئة
Msi,Keyboard,كيبورد ام اس اي أصلي أسود - عربي US مضيئة - Genuine MSI GF65 GF63 GS65 Backlit Arabic Keyboard | ضمان 3 شهور,Original,N/A,3950.0,N/A,3950.0,3752.5,3 arabic backlit genuine gf63 gf65 gs65 keyboard keyboard msi us أسود أصلي اس ام اي شهور ضمان عربي مضيئة
Msi,Keyboard,كيبورد ام اس اي أصلي أسود - عربي US مضيئة - Genuine MSI GS66 Stealth GE66 Raider GP66 Backlit Arabic Keyboard | ضمان 3 شهور,Original,N/A,5000.0,N/A,5000.0,4750.0,3 arabic backlit ge66 genuine gp66 gs66 keyboard keyboard msi raider stealth us أسود أصلي اس ام اي شهور ضمان عربي مضيئة
Msi,Keyboard,كيبورد ام اس اي أصلي أسود - عربي US مضيئة أحمر - Genuine MSI Katana GF66 GF76 Pulse GL66 GL76 Red Backlit Arabic Keyboard | ضمان 3 شهور,Original,N/A,5000.0,N/A,5000.0,4750.0,3 arabic backlit genuine gf66 gf76 gl66 gl76 katana keyboard keyboard msi pulse red us أحمر أسود أصلي اس ام اي شهور ضمان عربي مضيئة
Toshiba,Keyboard,كيبورد توشيبا A000007300 – عربي – متوافق مع Toshiba L20 وL15 وL10 وL100 – Keyboard,Standard/Copy,895.0,N/A,N/A,895.0,850.25,a000007300 keyboard keyboard l20 toshiba توشيبا عربي متوافق مع وl10 وl100 وl15
Toshiba,Keyboard,كيبورد توشيبا AEBU2Q00020-AR – عربي – متوافق مع Toshiba U400 – Keyboard,Standard/Copy,1395.0,N/A,N/A,1395.0,1325.25,aebu2q00020 ar keyboard keyboard toshiba u400 توشيبا عربي متوافق مع
Toshiba,Keyboard,كيبورد توشيبا AER15U00310 – عربي – متوافق مع Toshiba C660 وL650 – Keyboard,Standard/Copy,795.0,N/A,N/A,795.0,755.25,aer15u00310 c660 keyboard keyboard toshiba توشيبا عربي متوافق مع وl650
Toshiba,Keyboard,كيبورد توشيبا H000037190 – عربي – متوافق مع Toshiba L850 وC850 وC855 وL855 وC870 – Keyboard,Standard/Copy,795.0,N/A,N/A,795.0,755.25,h000037190 keyboard keyboard l850 toshiba توشيبا عربي متوافق مع وc850 وc855 وc870 وl855
Toshiba,Keyboard,كيبورد توشيبا H000047410 – عربي – Genuine Toshiba – متوافق مع P50t – Keyboard بإضاءة مدمجة,Original,1295.0,N/A,N/A,1295.0,1230.25,genuine h000047410 keyboard keyboard p50t toshiba بإضاءة توشيبا عربي متوافق مدمجة مع
Generic/Unknown,Keyboard,كيبورد توشيبا LAP-KEY-1029 أصلي – متوافق مع A500 – عربي,Standard/Copy,795.0,N/A,N/A,795.0,755.25,1029 a500 key keyboard lap أصلي توشيبا عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد توشيبا MP-11B96GB-528B أصلي – متوافق مع C50-B – عربي,Standard/Copy,795.0,N/A,N/A,795.0,755.25,11b96gb 528b b c50 keyboard mp أصلي توشيبا عربي متوافق مع
Toshiba,Keyboard,كيبورد توشيبا NSK-T690A – عربي – متوافق مع Toshiba U305 – Keyboard,Standard/Copy,1395.0,N/A,N/A,1395.0,1325.25,keyboard keyboard nsk t690a toshiba u305 توشيبا عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد توشيبا NSK-TQ0BC أصلي – متوافق مع A660 وA665 – إنجليزي,Standard/Copy,895.0,N/A,N/A,895.0,850.25,a660 keyboard nsk tq0bc أصلي إنجليزي توشيبا متوافق مع وa665
Toshiba,Keyboard,كيبورد توشيبا PK130CX1A00 – عربي – Genuine Toshiba – متوافق مع A660 و A665 – Keyboard,Original,995.0,N/A,N/A,995.0,945.25,a660 a665 genuine keyboard keyboard pk130cx1a00 toshiba توشيبا عربي متوافق مع و
Generic/Unknown,Keyboard,كيبورد توشيبا V000061870 أصلي – متوافق مع A100 – عربي,Standard/Copy,895.0,N/A,N/A,895.0,850.25,a100 keyboard v000061870 أصلي توشيبا عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد توشيبا V114302DS1 أصلي – متوافق مع C660 وC650 وL650 وL670 – عربي – اللون الأبيض,Standard/Copy,895.0,N/A,N/A,895.0,850.25,c660 keyboard v114302ds1 أصلي الأبيض اللون توشيبا عربي متوافق مع وc650 وl650 وl670
Toshiba,Keyboard,كيبورد توشيبا أبيض - عربي Compatible Toshiba C660 C650  L650 L670  Keyboard - US | ضمان شهر,Standard/Copy,N/A,1150.0,N/A,1150.0,1092.5,c650 c660 keyboard keyboard l650 l670 toshiba us أبيض توشيبا شهر ضمان عربي
Toshiba,Keyboard,كيبورد توشيبا أسود  - عربي Compatible Toshiba C50-A Keyboard - UK | ضمان شهر,Standard/Copy,N/A,1050.0,N/A,1050.0,997.5,a c50 keyboard keyboard toshiba uk أسود توشيبا شهر ضمان عربي
Toshiba,Keyboard,كيبورد توشيبا أسود - انجليزي Compatible Toshiba A660 A665 En Keyboard - US | ضمان شهر,Standard/Copy,N/A,1150.0,N/A,1150.0,1092.5,a660 a665 en keyboard keyboard toshiba us أسود انجليزي توشيبا شهر ضمان
Toshiba,Keyboard,كيبورد توشيبا أسود - عربي Compatible Toshiba C50-B Keyboard -US | ضمان شهر,Standard/Copy,N/A,1050.0,N/A,1050.0,997.5,b c50 keyboard keyboard toshiba us أسود توشيبا شهر ضمان عربي
Toshiba,Keyboard,كيبورد توشيبا أسود - عربي Compatible Toshiba L850 C850 C855 L855 C870 Keyboard - US | ضمان شهر,Standard/Copy,N/A,1050.0,N/A,1050.0,997.5,c850 c855 c870 keyboard keyboard l850 l855 toshiba us أسود توشيبا شهر ضمان عربي
Toshiba,Keyboard,كيبورد توشيبا أصلي أسود - عربي Genuine Toshiba A660 A665 En/Ar Keyboard PK130CX1A00 - US | ضمان 3 شهور,Original,N/A,1350.0,N/A,1350.0,1282.5,3 a660 a665 ar en genuine keyboard keyboard pk130cx1a00 toshiba us أسود أصلي توشيبا شهور ضمان عربي
Toshiba,Keyboard,كيبورد توشيبا اصلي أسود - عربي UK مضيئة - Genuine Toshiba P50t Keyboard Back-Light | ضمان 3 شهور,Original,N/A,1600.0,N/A,1600.0,1520.0,3 back genuine keyboard keyboard light original p50t toshiba uk أسود توشيبا شهور ضمان عربي مضيئة
Generic/Unknown,Keyboard,كيبورد توشيبا بورتيج NSK-V10BN – إنجليزي – فضي – متوافق مع Z30-A وZ30-B وZ30-C وZ30T وR30-B,Standard/Copy,1995.0,N/A,N/A,1995.0,1895.25,a b b c keyboard nsk v10bn z30 إنجليزي بورتيج توشيبا فضي متوافق مع وr30 وz30 وz30 وz30t
Toshiba,Keyboard,كيبورد توشيبا فضي - انجليزي Compatible Toshiba portege Z30-A Z30-B Z30-C Z30T R30-B - UK | ضمان شهر,Standard/Copy,N/A,2450.0,N/A,2450.0,2327.5,a b b c keyboard portege r30 toshiba uk z30 z30 z30 z30t انجليزي توشيبا شهر ضمان فضي
Dell,Keyboard,كيبورد ديل 01FRFK أصلية – متوافقة مع Dell Inspiron 5584 وVostro 7590 وLatitude 3510 – عربي – مضيئة,Standard/Copy,2895.0,N/A,N/A,2895.0,2750.25,01frfk 3510 5584 7590 dell inspiron keyboard أصلية ديل عربي متوافقة مضيئة مع وlatitude وvostro
Generic/Unknown,Keyboard,كيبورد ديل 0DKDXH أصلي – مضيء – متوافق مع Inspiron 7548 و7348 و7353 وXPS 9343 – عربي – UK,Standard/Copy,2795.0,N/A,N/A,2795.0,2655.25,0dkdxh 7548 9343 inspiron keyboard uk أصلي ديل عربي متوافق مضيء مع و7348 و7353 وxps
Dell,Keyboard,كيبورد ديل 0G2X3W – إنجليزي – Compatible Dell – متوافق مع Latitude E6420 وE6430,Standard/Copy,850.0,N/A,N/A,850.0,807.5,0g2x3w dell e6420 keyboard latitude إنجليزي ديل متوافق مع وe6430
Generic/Unknown,Keyboard,كيبورد ديل 0GDT9F – عربي – مضيء باللون الأبيض – أصلي – متوافق مع Inspiron 7568 وXPS 9550 وPrecision 5510,Standard/Copy,2795.0,N/A,N/A,2795.0,2655.25,0gdt9f 5510 7568 9550 inspiron keyboard أصلي الأبيض باللون ديل عربي متوافق مضيء مع وprecision وxps
Dell,Keyboard,كيبورد ديل 0KPP2C – إنجليزي – Compatible Dell – متوافق مع Inspiron 5568 و5578 و5368 و5378 و7375 و7378 و7579,Standard/Copy,1195.0,N/A,N/A,1195.0,1135.25,0kpp2c 5568 dell inspiron keyboard إنجليزي ديل متوافق مع و5368 و5378 و5578 و7375 و7378 و7579
Dell,Keyboard,كيبورد ديل 0M25NK – إنجليزي – Compatible Dell – متوافق مع Latitude 5500 و5501 وPrecision 3540 و3541,Standard/Copy,1795.0,N/A,N/A,1795.0,1705.25,0m25nk 3540 5500 dell keyboard latitude إنجليزي ديل متوافق مع و3541 و5501 وprecision
Generic/Unknown,Keyboard,كيبورد ديل 0N7N16 أصلي – متوافق مع Precision 3560 وLatitude 5520 – عربي,Standard/Copy,3495.0,N/A,N/A,3495.0,3320.25,0n7n16 3560 5520 keyboard precision أصلي ديل عربي متوافق مع وlatitude
Generic/Unknown,Keyboard,كيبورد ديل 0NYDW0 أصلي – متوافق مع Latitude 5510 وPrecision 3550 – مضيئة – عربي,Standard/Copy,2795.0,N/A,N/A,2795.0,2655.25,0nydw0 3550 5510 keyboard latitude أصلي ديل عربي متوافق مضيئة مع وprecision
Dell,Keyboard,كيبورد ديل 1FRFK – 01FRFK – إنجليزي – Compatible Dell – متوافق مع Inspiron 5584 وVostro 7590 وLatitude 3510 – أسود,Standard/Copy,1595.0,N/A,N/A,1595.0,1515.25,01frfk 1frfk 3510 5584 7590 dell inspiron keyboard أسود إنجليزي ديل متوافق مع وlatitude وvostro
Generic/Unknown,Keyboard,كيبورد ديل 1R28D و4DP3H أصلي – متوافق مع Inspiron N4030 – عربي,Standard/Copy,795.0,N/A,N/A,795.0,755.25,1r28d inspiron keyboard n4030 أصلي ديل عربي متوافق مع و4dp3h
Dell,Keyboard,كيبورد ديل 21H9J أصلي – متوافق مع Dell Inspiron 5459 – عربي,Standard/Copy,895.0,N/A,N/A,895.0,850.25,21h9j 5459 dell inspiron keyboard أصلي ديل عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد ديل 266YW أصلي – متوافق مع Precision 7540 و7740 – مضيئة باللون الأبيض – عربي,Standard/Copy,2795.0,N/A,N/A,2795.0,2655.25,266yw 7540 keyboard precision أصلي الأبيض باللون ديل عربي متوافق مضيئة مع و7740
Dell,Keyboard,كيبورد ديل 454RX أصلي – متوافق مع Dell Inspiron 5720 وVostro 3750 – عربي,Standard/Copy,1795.0,N/A,N/A,1795.0,1705.25,3750 454rx 5720 dell inspiron keyboard أصلي ديل عربي متوافق مع وvostro
Generic/Unknown,Keyboard,كيبورد ديل 47M3M أصلي – متوافق مع Latitude E6430 – عربي,Standard/Copy,995.0,N/A,N/A,995.0,945.25,47m3m e6430 keyboard latitude أصلي ديل عربي متوافق مع
Alienware/Dell,Keyboard,كيبورد ديل 4D36H أصلية – متوافقة مع Dell Alienware m15 R3 وm15 R4 وm15 R2 – عربي – مضيئة RGB – لون أسود,Standard/Copy,4395.0,N/A,N/A,4395.0,4175.25,4d36h alienware dell keyboard m15 r2 r3 r4 rgb أسود أصلية ديل عربي لون متوافقة مضيئة مع وm15 وm15
Dell,Keyboard,كيبورد ديل 4DFCJ – عربي – Original Dell – متوافق مع N5110,Original,695.0,N/A,N/A,695.0,660.25,4dfcj dell keyboard n5110 original ديل عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد ديل 51CHY أصلي – متوافق مع Inspiron 3542 و5558 و7559 – عربي,Standard/Copy,695.0,N/A,N/A,695.0,660.25,3542 51chy inspiron keyboard أصلي ديل عربي متوافق مع و5558 و7559
Generic/Unknown,Keyboard,كيبورد ديل 564JN أصلي – متوافق مع Latitude E6540 وPrecision M4800 – مضيئة – عربي,Standard/Copy,2295.0,N/A,N/A,2295.0,2180.25,564jn e6540 keyboard latitude m4800 أصلي ديل عربي متوافق مضيئة مع وprecision
Dell,Keyboard,كيبورد ديل 8FPDD أصلي – متوافق مع Dell 5567 و5570 و7577 وG5 5587 وG7 7590 – عربي,Standard/Copy,1195.0,N/A,N/A,1195.0,1135.25,5567 5587 7590 8fpdd dell keyboard أصلي ديل عربي متوافق مع و5570 و7577 وg5 وg7
Generic/Unknown,Keyboard,كيبورد ديل 9GT99 و8TPP1 أصلي – متوافق مع Inspiron N5010 وM5010 – عربي,Standard/Copy,795.0,N/A,N/A,795.0,755.25,9gt99 inspiron keyboard n5010 أصلي ديل عربي متوافق مع و8tpp1 وm5010
Generic/Unknown,Keyboard,كيبورد ديل 9V75K أصلي – متوافق مع Latitude E5500 – عربي,Standard/Copy,1495.0,N/A,N/A,1495.0,1420.25,9v75k e5500 keyboard latitude أصلي ديل عربي متوافق مع
Dell,Keyboard,كيبورد ديل F2X80 – إنجليزي – Original Dell – متوافق مع E5470 وE7470 و7490 – بـ ماوس مدمج,Original,1495.0,N/A,N/A,1495.0,1420.25,dell e5470 f2x80 keyboard original إنجليزي بـ ديل ماوس متوافق مدمج مع و7490 وe7470
Generic/Unknown,Keyboard,كيبورد ديل H4XRJ أصلي – مضيء – متوافق مع Inspiron 5568 و5578 و5368 و5378 و7375 و7378 و7579 – عربي,Standard/Copy,2495.0,N/A,N/A,2495.0,2370.25,5568 h4xrj inspiron keyboard أصلي ديل عربي متوافق مضيء مع و5368 و5378 و5578 و7375 و7378 و7579
Dell,Keyboard,كيبورد ديل JJNFF أصلي – متوافق مع Dell Inspiron 5721 و3721 و3737 – عربي,Standard/Copy,1895.0,N/A,N/A,1895.0,1800.25,5721 dell inspiron jjnff keyboard أصلي ديل عربي متوافق مع و3721 و3737
Generic/Unknown,Keyboard,كيبورد ديل JYG4Y أصلي – متوافق مع Inspiron 3510 وVostro 3500 وLatitude 3520 – عربي,Standard/Copy,2695.0,N/A,N/A,2695.0,2560.25,3500 3510 3520 inspiron jyg4y keyboard أصلي ديل عربي متوافق مع وlatitude وvostro
Dell,Keyboard,كيبورد ديل KCP3T – عربي – Original Dell – متوافق مع N5050 وN5040,Original,795.0,N/A,N/A,795.0,755.25,dell kcp3t keyboard n5050 original ديل عربي متوافق مع وn5040
Generic/Unknown,Keyboard,كيبورد ديل KYNWY – عربي – بإضاءة وكتابة باللون الأحمر – أصلي – متوافق مع Inspiron G15 5510 و5515 و5520,Standard/Copy,3795.0,N/A,N/A,3795.0,3605.25,5510 g15 inspiron keyboard kynwy أصلي الأحمر بإضاءة باللون ديل عربي متوافق مع و5515 و5520 وكتابة
Generic/Unknown,Keyboard,كيبورد ديل M6JTP أصلي – متوافق مع G3 3579 وG5 5590 وG7 7590 – مضيئة باللون الأحمر – عربي,Standard/Copy,3695.0,N/A,N/A,3695.0,3510.25,3579 5590 7590 g3 keyboard m6jtp أصلي الأحمر باللون ديل عربي متوافق مضيئة مع وg5 وg7
Dell,Keyboard,كيبورد ديل NK750 PP29L M1550 – إنجليزي – إصدار US – Original Dell – متوافق مع 1525 و1540,Original,895.0,N/A,N/A,895.0,850.25,1525 dell keyboard m1550 nk750 original pp29l us إصدار إنجليزي ديل متوافق مع و1540
Generic/Unknown,Keyboard,كيبورد ديل NK750 أصلي – فضي – متوافق مع Inspiron 1525 وVostro 1400 وXPS M1330 – عربي,Standard/Copy,895.0,N/A,N/A,895.0,850.25,1400 1525 inspiron keyboard m1330 nk750 أصلي ديل عربي فضي متوافق مع وvostro وxps
Generic/Unknown,Keyboard,كيبورد ديل NU956 أصلي – متوافق مع Latitude E4300 – عربي,Standard/Copy,1495.0,N/A,N/A,1495.0,1420.25,e4300 keyboard latitude nu956 أصلي ديل عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد ديل R811H أصلي – متوافق مع Vostro 1015 – عربي,Standard/Copy,795.0,N/A,N/A,795.0,755.25,1015 keyboard r811h vostro أصلي ديل عربي متوافق مع
Generic/Unknown,Keyboard,كيبورد ديل SG-84400-XUA أصلي – متوافق مع Inspiron 5568 و5579 و7368 و7573 – عربي,Standard/Copy,1395.0,N/A,N/A,1395.0,1325.25,5568 84400 inspiron keyboard sg xua أصلي ديل عربي متوافق مع و5579 و7368 و7573
Dell,Keyboard,كيبورد ديل SX163725A أصلية – متوافقة مع Dell XPS 15 9530 وPrecision M3800 – إنجليزي – مضيئة,Standard/Copy,2495.0,N/A,N/A,2495.0,2370.25,15 9530 dell keyboard m3800 sx163725a xps أصلية إنجليزي ديل متوافقة مضيئة مع وprecision
